# Title: Gulf of Mexico Average Temperature Anomalies
# Units: Degrees Celsius
# Base Period: 1910-2000
# Missing: -999
Date,Anomaly
194405,0.35
194406,0.39
194407,0.35
194408,0.23
194409,0.72
194410,0.73
194411,1.34
194412,-0.26
194501,0.20
194502,0.89
194503,1.43
194504,0.85
194505,-0.22
194506,0.01
194507,-0.22
194508,-0.07
194509,0.19
194510,0.12
194511,0.49
194512,-0.21
194601,-0.45
194602,0.02
194603,0.10
194604,0.19
194605,0.26
194606,-0.26
194607,-0.05
194608,0.23
194609,0.45
194610,0.58
194611,1.04
194612,0.59
194701,0.15
194702,-0.60
194703,-0.32
194704,0.39
194705,0.06
194706,0.48
194707,0.04
194708,-0.35
194709,0.14
194710,0.50
194711,0.62
194712,0.20
194801,-0.51
194802,0.19
194803,0.82
194804,0.70
194805,0.65
194806,0.50
194807,0.24
194808,0.04
194809,-0.44
194810,-0.50
194811,0.06
194812,0.71
194901,1.07
194902,1.56
194903,1.06
194904,0.39
194905,0.58
194906,0.23
194907,0.09
194908,0.03
194909,-0.07
194910,0.36
194911,-0.18
194912,0.37
195001,1.54
195002,1.22
195003,0.39
195004,-0.42
195005,0.25
195006,-0.08
195007,-0.27
195008,-0.18
195009,0.11
195010,0.09
195011,-0.09
195012,-0.49
195101,-0.17
195102,-0.43
195103,0.00
195104,-0.64
195105,-0.16
195106,0.20
195107,0.19
195108,0.50
195109,0.40
195110,0.44
195111,-0.14
195112,0.72
195201,1.10
195202,0.59
195203,0.26
195204,-0.21
195205,-0.36
195206,0.14
195207,0.20
195208,0.24
195209,-0.14
195210,-0.84
195211,-0.45
195212,-0.36
195301,-0.23
195302,-0.13
195303,0.85
195304,0.45
195305,0.57
195306,0.76
195307,0.47
195308,0.46
195309,0.11
195310,0.12
195311,-0.19
195312,-0.22
195401,0.32
195402,0.54
195403,-0.16
195404,0.85
195405,-0.12
195406,0.10
195407,0.31
195408,0.29
195409,0.50
195410,0.34
195411,-0.22
195412,-0.37
195501,0.10
195502,0.03
195503,0.62
195504,0.66
195505,0.74
195506,-0.20
195507,-0.20
195508,0.07
195509,0.17
195510,0.13
195511,0.15
195512,0.20
195601,-0.35
195602,0.42
195603,0.22
195604,-0.13
195605,0.35
195606,-0.30
195607,-0.11
195608,0.21
195609,-0.07
195610,0.21
195611,0.28
195612,0.60
195701,0.95
195702,1.57
195703,0.46
195704,0.40
195705,0.71
195706,0.45
195707,0.45
195708,0.40
195709,0.34
195710,-0.01
195711,0.23
195712,-0.11
195801,-0.86
195802,-1.28
195803,-0.56
195804,-0.25
195805,0.28
195806,0.39
195807,0.26
195808,0.66
195809,0.62
195810,0.50
195811,0.82
195812,0.24
195901,-0.28
195902,0.72
195903,0.01
195904,-0.28
195905,0.37
195906,0.07
195907,0.17
195908,-0.09
195909,0.32
195910,0.61
195911,-0.01
195912,-0.51
196001,-0.02
196002,-0.99
196003,-1.13
196004,-0.41
196005,-0.35
196006,0.25
196007,0.54
196008,0.26
196009,0.10
196010,0.81
196011,0.81
196012,0.03
196101,-0.59
196102,-0.09
196103,0.48
196104,-0.28
196105,0.08
196106,-0.08
196107,-0.05
196108,-0.10
196109,-0.29
196110,-0.46
196111,-0.10
196112,0.47
196201,-0.37
196202,0.80
196203,-0.12
196204,-0.32
196205,-0.02
196206,0.08
196207,0.52
196208,0.75
196209,0.61
196210,0.93
196211,-0.33
196212,-0.23
196301,-0.38
196302,-0.86
196303,0.20
196304,0.55
196305,0.29
196306,0.43
196307,0.03
196308,0.15
196309,0.26
196310,-0.02
196311,0.07
196312,-0.93
196401,-0.94
196402,-1.12
196403,-0.32
196404,0.23
196405,0.37
196406,-0.01
196407,0.07
196408,0.19
196409,0.17
196410,-0.74
196411,-0.02
196412,-0.06
