/* DATA DESCRIPTION:
Citation:	Krastel, Sebastian (2024): Master tracks in different resolutions of POLARSTERN cruise PS141, Hobart - Walvis Bay, 2024-02-06 - 2024-04-14 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.969140 
Abstract:	Raw data acquired by position sensors on board RV Polarstern during expedition PS141 was processed to receive a validated master track which can be used as reference of further expedition data. During PS141 two Trimble Marine R750 GPS receivers and the iXBlue HYDRINS hydrographic survey inertial navigation system were used as navigation sensors. Data were downloaded from DAVIS SHIP data base (https://dship.awi.de) with a resolution of 1 sec. Processed data are provided as a master track with 1 sec resolution derived from the position sensors' data selected by priority and a generalized track with a reduced set of the most significant positions of the master track.
Other version:	Generalized master track of POLARSTERN cruise PS141 (URI: https://download.pangaea.de/reference/126543/attachments/PS141_mastertrack_generalized.zip)
	Krastel, Sebastian (2024): Master track of POLARSTERN cruise PS141 in 1 sec resolution (zipped, 261 MB) [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.969139 
Data processing report:	Processing report for navigation sensors from POLARSTERN cruise PS141 (URI: https://download.pangaea.de/reference/126545/attachments/PS141_nav.pdf)
Further details:	Station list of POLARSTERN cruise PS141 (URI: https://www.pangaea.de/expeditions/events/PS141)
	Trackline map of navigation sensors from POLARSTERN cruise PS141 (URI: https://download.pangaea.de/reference/126546/attachments/PS141_nav.png)
Coverage:	MEDIAN LATITUDE: -58.785629 * MEDIAN LONGITUDE: 87.938047 * SOUTH-BOUND LATITUDE: -66.806451 * WEST-BOUND LONGITUDE: 13.931928 * NORTH-BOUND LATITUDE: -22.846739 * EAST-BOUND LONGITUDE: 147.503406
	DATE/TIME START: 2024-02-06T06:20:00 * DATE/TIME END: 2024-04-14T05:59:59
Event(s):	PS141-track * LATITUDE START: -42.893200 * LONGITUDE START: 147.341100 * LATITUDE END: -22.941000 * LONGITUDE END: 14.503000 * DATE/TIME START: 2024-02-06T00:00:00 * DATE/TIME END: 2024-04-14T00:00:00 * CAMPAIGN: PS141 (EASI-3) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163 ) * METHOD/DEVICE: Underway cruise track measurements (CT) * COMMENT: Hobart - Walvis Bay
Comment:	This dataset contains the master track in 10 min resolution, for other resolutions please see "Other version" references.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	LATITUDE (Latitude) * GEOCODE
	LONGITUDE (Longitude) * GEOCODE
	Speed [kn] (Speed) * METHOD/DEVICE: Calculated * COMMENT: 10-min average
	Course [deg] (Course) * METHOD/DEVICE: Calculated * COMMENT: 10-min average
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	19580 data points
*/
Date/Time	Latitude	Longitude	Speed [kn]	Course [deg]
2024-02-18T16:20	-64.44366	103.11307	12.365	246.8
2024-02-18T16:30	-64.45697	103.03896	12.512	247.4
2024-02-18T16:40	-64.47082	102.96523	12.528	246.4
2024-02-18T16:50	-64.48505	102.89156	12.570	245.8
2024-02-18T17:00	-64.49953	102.81830	12.544	245.3
2024-02-18T17:10	-64.51402	102.74613	12.385	245.0
2024-02-18T17:20	-64.52843	102.67376	12.396	245.2
2024-02-18T17:30	-64.54358	102.60337	12.229	243.4
2024-02-18T17:40	-64.55809	102.53270	12.164	244.4
2024-02-18T17:50	-64.57216	102.46136	12.182	245.3
2024-02-18T18:00	-64.58643	102.38933	12.306	245.2
2024-02-18T18:10	-64.60171	102.31710	12.486	243.7
2024-02-18T18:20	-64.60714	102.23710	12.554	261.0
2024-02-18T18:30	-64.61261	102.15805	12.409	260.8
2024-02-18T18:40	-64.62319	102.08147	12.463	252.1
2024-02-18T18:50	-64.64546	102.02130	12.306	229.2
2024-02-18T19:00	-64.67252	101.96994	12.592	219.1
2024-02-18T19:10	-64.69529	101.90835	12.577	229.2
2024-02-18T19:20	-64.70636	101.83071	12.641	251.5
2024-02-18T19:30	-64.71558	101.75135	12.698	254.8
2024-02-18T19:40	-64.72876	101.67685	12.444	247.5
2024-02-18T19:50	-64.74339	101.60301	12.557	245.1
2024-02-18T20:00	-64.75731	101.52783	12.634	246.5
2024-02-18T20:10	-64.77216	101.45281	12.741	245.1
2024-02-18T20:20	-64.78711	101.37833	12.677	244.8
2024-02-18T20:30	-64.80074	101.30454	12.379	246.5
2024-02-18T20:40	-64.81432	101.22980	12.500	246.9
2024-02-18T20:50	-64.82888	101.15544	12.585	245.3
2024-02-18T21:00	-64.85222	101.09872	12.121	225.9
2024-02-18T21:10	-64.88092	101.05320	12.497	214.0
2024-02-18T21:20	-64.90811	101.00418	12.365	217.4
2024-02-18T21:30	-64.93537	100.95421	12.468	217.9
2024-02-18T21:40	-64.96242	100.90300	12.523	218.7
2024-02-18T21:50	-64.98358	100.85555	10.534	223.5
2024-02-18T22:00	-65.00219	100.80914	9.768	226.5
2024-02-18T22:10	-65.02261	100.76631	9.855	221.6
2024-02-18T22:20	-65.04551	100.73626	9.454	209.0
2024-02-18T22:30	-65.06625	100.69791	9.500	218.0
2024-02-18T22:40	-65.08939	100.66581	9.678	210.3
2024-02-18T22:50	-65.11239	100.62956	9.968	213.6
2024-02-18T23:00	-65.13540	100.59704	9.669	210.7
2024-02-18T23:10	-65.15973	100.56773	9.847	206.9
2024-02-18T23:20	-65.18311	100.53551	9.756	210.1
2024-02-18T23:30	-65.20798	100.50792	9.904	205.0
2024-02-18T23:40	-65.23231	100.48198	9.623	204.1
2024-02-18T23:50	-65.24851	100.47863	5.870	185.0
2024-02-19T00:00	-65.27251	100.44760	9.853	208.4
2024-02-19T00:10	-65.29693	100.42663	9.371	199.8
2024-02-19T00:20	-65.32225	100.40290	9.818	201.4
2024-02-19T00:30	-65.34204	100.38440	7.671	201.3
2024-02-19T00:40	-65.36712	100.36214	9.655	200.3
2024-02-19T00:50	-65.38976	100.32762	9.685	212.4
2024-02-19T01:00	-65.41530	100.30230	9.978	202.4
2024-02-19T01:10	-65.43868	100.27056	9.696	209.5
2024-02-19T01:20	-65.46663	100.24926	10.586	197.6
2024-02-19T01:30	-65.49453	100.23951	10.179	188.3
2024-02-19T01:40	-65.51797	100.23153	8.548	188.0
2024-02-19T01:50	-65.53323	100.22743	5.542	186.3
2024-02-19T02:00	-65.56108	100.23354	10.097	174.8
2024-02-19T02:10	-65.58808	100.23596	9.755	177.9
2024-02-19T02:20	-65.61415	100.23719	9.415	178.9
2024-02-19T02:30	-65.64210	100.24974	10.262	169.5
2024-02-19T02:40	-65.66943	100.27123	10.375	162.0
2024-02-19T02:50	-65.69650	100.29646	10.469	159.0
2024-02-19T03:00	-65.70967	100.32921	6.807	134.3
2024-02-19T03:10	-65.71086	100.33013	0.451	162.3
2024-02-19T03:20	-65.71093	100.33046	0.056	118.3
2024-02-19T03:30	-65.71086	100.33030	0.035	317.1
2024-02-19T03:40	-65.71092	100.33032	0.022	174.1
2024-02-19T03:50	-65.71089	100.33021	0.019	303.6
2024-02-19T04:00	-65.71100	100.33016	0.040	191.1
2024-02-19T04:10	-65.71101	100.33033	0.025	96.6
2024-02-19T04:20	-65.71109	100.33037	0.030	167.4
2024-02-19T04:30	-65.71117	100.33040	0.029	170.7
2024-02-19T04:40	-65.71131	100.33056	0.055	154.9
2024-02-19T04:50	-65.71099	100.33028	0.124	340.3
2024-02-19T05:00	-65.71101	100.33032	0.011	144.1
2024-02-19T05:10	-65.71107	100.33076	0.068	106.4
2024-02-19T05:20	-65.71115	100.33007	0.108	253.1
2024-02-19T05:30	-65.71129	100.33031	0.063	144.0
2024-02-19T05:40	-65.71124	100.33073	0.065	73.1
2024-02-19T05:50	-65.71116	100.32971	0.154	280.5
2024-02-19T06:00	-65.71113	100.33000	0.044	76.8
2024-02-19T06:10	-65.71124	100.33082	0.128	107.3
2024-02-19T06:20	-65.71103	100.33140	0.114	48.5
2024-02-19T06:30	-65.71106	100.32976	0.243	267.4
2024-02-19T06:40	-65.71080	100.32940	0.110	330.1
2024-02-19T06:50	-65.71085	100.33016	0.115	98.8
2024-02-19T07:00	-65.71107	100.32921	0.163	240.4
2024-02-19T07:10	-65.71098	100.32954	0.059	56.6
2024-02-19T07:20	-65.71106	100.32994	0.066	115.6
2024-02-19T07:30	-65.71164	100.32888	0.260	217.1
2024-02-19T07:40	-65.71165	100.32803	0.127	266.7
2024-02-19T07:50	-65.71148	100.32867	0.114	56.6
2024-02-19T08:00	-65.71091	100.32876	0.208	3.6
2024-02-19T08:10	-65.71109	100.32809	0.120	235.9
2024-02-19T08:20	-65.71145	100.32866	0.154	146.8
2024-02-19T08:30	-65.71124	100.32898	0.089	32.4
2024-02-19T08:40	-65.71130	100.32814	0.126	261.4
2024-02-19T08:50	-65.71211	100.30902	2.858	264.1
2024-02-19T09:00	-65.71153	100.25736	7.683	271.5
2024-02-19T09:10	-65.71391	100.21058	7.008	262.9
2024-02-19T09:20	-65.72104	100.16716	6.949	248.2
2024-02-19T09:30	-65.72303	100.12105	6.890	264.0
2024-02-19T09:40	-65.73561	100.08482	7.044	229.8
2024-02-19T09:50	-65.73812	100.04316	6.253	261.7
2024-02-19T10:00	-65.73633	99.99722	6.854	275.4
2024-02-19T10:10	-65.73433	99.95291	6.621	276.3
2024-02-19T10:20	-65.74202	99.91042	6.895	246.2
2024-02-19T10:30	-65.74661	99.86725	6.620	255.5
2024-02-19T10:40	-65.75842	99.85456	4.664	203.8
2024-02-19T10:50	-65.76734	99.83918	3.947	215.3
2024-02-19T11:00	-65.77577	99.79708	6.947	244.0
2024-02-19T11:10	-65.79173	99.77444	6.668	210.2
2024-02-19T11:20	-65.80753	99.74939	6.806	213.1
2024-02-19T11:30	-65.82154	99.72324	6.372	217.4
2024-02-19T11:40	-65.82559	99.67798	6.857	257.7
2024-02-19T11:50	-65.82805	99.63219	6.835	262.5
2024-02-19T12:00	-65.82845	99.58521	6.955	268.8
2024-02-19T12:10	-65.82773	99.53812	6.974	272.1
2024-02-19T12:20	-65.82615	99.49211	6.834	274.8
2024-02-19T12:30	-65.81432	99.47396	5.046	327.8
2024-02-19T12:40	-65.79593	99.47520	6.643	1.6
2024-02-19T12:50	-65.77745	99.48051	6.718	6.7
2024-02-19T13:00	-65.75790	99.48038	7.060	359.8
2024-02-19T13:10	-65.73842	99.48026	7.033	359.9
2024-02-19T13:20	-65.71834	99.47862	7.252	358.1
2024-02-19T13:30	-65.70512	99.49687	5.492	29.6
2024-02-19T13:40	-65.72020	99.50982	5.777	160.5
2024-02-19T13:50	-65.73983	99.50317	7.156	187.9
2024-02-19T14:00	-65.75877	99.50120	6.845	182.4
2024-02-19T14:10	-65.77720	99.50124	6.655	179.9
2024-02-19T14:20	-65.79781	99.49966	7.446	181.8
2024-02-19T14:30	-65.81712	99.49791	6.976	182.1
2024-02-19T14:40	-65.83654	99.50082	7.023	176.5
2024-02-19T14:50	-65.85661	99.50501	7.272	175.1
2024-02-19T15:00	-65.84207	99.51676	5.529	18.3
2024-02-19T15:10	-65.82397	99.52617	6.681	12.0
2024-02-19T15:20	-65.80496	99.52959	6.882	4.2
2024-02-19T15:30	-65.79951	99.53597	2.183	25.6
2024-02-19T15:40	-65.81032	99.52217	4.406	207.6
2024-02-19T15:50	-65.81667	99.52193	2.293	180.9
2024-02-19T16:00	-65.80837	99.52487	3.029	8.3
2024-02-19T16:10	-65.79033	99.52853	6.536	4.8
2024-02-19T16:20	-65.77336	99.52729	6.129	358.3
2024-02-19T16:30	-65.76187	99.52526	4.161	355.8
2024-02-19T16:40	-65.76444	99.52518	0.930	180.7
2024-02-19T16:50	-65.76255	99.51301	1.931	290.8
2024-02-19T17:00	-65.75908	99.48128	4.872	284.9
2024-02-19T17:10	-65.74971	99.47529	3.499	345.3
2024-02-19T17:20	-65.73169	99.47114	6.533	354.6
2024-02-19T17:30	-65.72039	99.50103	6.031	47.4
2024-02-19T17:40	-65.71854	99.53931	5.729	83.3
2024-02-19T17:50	-65.71554	99.52412	2.506	295.7
2024-02-19T18:00	-65.72674	99.49743	5.667	224.4
2024-02-19T18:10	-65.74536	99.47661	7.398	204.7
2024-02-19T18:20	-65.76438	99.48303	6.935	172.1
2024-02-19T18:30	-65.77994	99.51317	7.179	141.5
2024-02-19T18:40	-65.79242	99.54895	6.960	130.4
2024-02-19T18:50	-65.80964	99.54815	6.220	181.1
2024-02-19T19:00	-65.82696	99.54622	6.258	182.6
2024-02-19T19:10	-65.84473	99.54460	6.420	182.2
2024-02-19T19:20	-65.86122	99.54286	5.959	182.5
2024-02-19T19:30	-65.86740	99.55767	3.126	135.6
2024-02-19T19:40	-65.85048	99.55862	6.110	1.3
2024-02-19T19:50	-65.82991	99.56208	7.443	3.9
2024-02-19T20:00	-65.81099	99.57495	7.093	15.6
2024-02-19T20:10	-65.80105	99.58905	4.154	30.2
2024-02-19T20:20	-65.82030	99.59252	6.971	175.8
2024-02-19T20:30	-65.84195	99.57622	8.179	197.2
2024-02-19T20:40	-65.85588	99.58628	5.247	163.5
2024-02-19T20:50	-65.83927	99.60086	6.375	19.8
2024-02-19T21:00	-65.82770	99.63707	6.795	52.1
2024-02-19T21:10	-65.81731	99.64078	3.791	8.3
2024-02-19T21:20	-65.79856	99.62778	7.037	344.1
2024-02-19T21:30	-65.79039	99.65181	4.625	50.4
2024-02-19T21:40	-65.79260	99.69765	6.840	96.7
2024-02-19T21:50	-65.79431	99.74252	6.679	95.3
2024-02-19T22:00	-65.80728	99.72122	5.645	214.0
2024-02-19T22:10	-65.80564	99.67532	6.825	274.9
2024-02-19T22:20	-65.80975	99.65825	2.932	239.6
2024-02-19T22:30	-65.82863	99.65808	6.817	180.2
2024-02-19T22:40	-65.84251	99.63490	6.073	214.4
2024-02-19T22:50	-65.85398	99.60456	6.107	227.3
2024-02-19T23:00	-65.86941	99.62581	6.394	150.6
2024-02-19T23:10	-65.87050	99.67031	6.587	93.5
2024-02-19T23:20	-65.85417	99.69465	6.907	31.4
2024-02-19T23:30	-65.83558	99.70964	7.072	18.3
2024-02-19T23:40	-65.81088	99.72441	9.180	13.8
2024-02-19T23:50	-65.78499	99.74496	9.832	18.1
2024-02-20T00:00	-65.76449	99.78442	9.434	38.4
2024-02-20T00:10	-65.75365	99.84425	9.704	66.2
2024-02-20T00:20	-65.74511	99.90605	9.679	71.5
2024-02-20T00:30	-65.73518	99.96640	9.653	68.2
2024-02-20T00:40	-65.73623	100.03203	9.757	92.2
2024-02-20T00:50	-65.71710	100.07696	9.605	44.0
2024-02-20T01:00	-65.69488	100.11478	9.799	35.0
2024-02-20T01:10	-65.66539	100.13067	10.906	12.5
2024-02-20T01:20	-65.63684	100.13531	10.331	3.8
2024-02-20T01:30	-65.61931	100.15649	7.074	26.5
2024-02-20T01:40	-65.60815	100.17068	4.550	27.8
2024-02-20T01:50	-65.60598	100.17514	1.030	40.2
2024-02-20T02:00	-65.60592	100.17647	0.199	84.5
2024-02-20T02:10	-65.60206	100.18276	1.681	34.0
2024-02-20T02:20	-65.59883	100.18700	1.326	28.6
2024-02-20T02:30	-65.59199	100.19697	2.884	31.1
2024-02-20T02:40	-65.58577	100.20762	2.752	35.3
2024-02-20T02:50	-65.57800	100.21934	3.308	32.0
2024-02-20T03:00	-65.57117	100.23024	2.955	33.5
2024-02-20T03:10	-65.56468	100.24096	2.839	34.3
2024-02-20T03:20	-65.55877	100.25365	2.856	41.7
2024-02-20T03:30	-65.55313	100.26747	2.902	45.4
2024-02-20T03:40	-65.54602	100.27371	2.731	20.0
2024-02-20T03:50	-65.53995	100.26008	2.994	317.1
2024-02-20T04:00	-65.54490	100.24066	3.412	238.4
2024-02-20T04:10	-65.55421	100.23887	3.373	184.6
2024-02-20T04:20	-65.56244	100.23792	2.975	182.7
2024-02-20T04:30	-65.57065	100.23714	2.966	182.2
2024-02-20T04:40	-65.57895	100.23705	2.997	180.2
2024-02-20T04:50	-65.58725	100.23707	2.997	179.9
2024-02-20T05:00	-65.59561	100.23699	3.015	180.2
2024-02-20T05:10	-65.60400	100.23694	3.031	180.1
2024-02-20T05:20	-65.61235	100.23682	3.015	180.3
2024-02-20T05:30	-65.62052	100.23690	2.949	179.8
2024-02-20T05:40	-65.62853	100.23667	2.892	180.7
2024-02-20T05:50	-65.62795	100.21259	3.597	273.3
2024-02-20T06:00	-65.60117	100.21353	9.668	0.8
2024-02-20T06:10	-65.57150	100.21059	10.723	357.6
2024-02-20T06:20	-65.54371	100.20823	10.038	358.0
2024-02-20T06:30	-65.51598	100.20786	10.013	359.7
2024-02-20T06:40	-65.48791	100.20786	10.132	0.0
2024-02-20T06:50	-65.46061	100.20047	9.920	353.6
2024-02-20T07:00	-65.43457	100.18674	9.624	347.6
2024-02-20T07:10	-65.40953	100.15516	10.212	332.3
2024-02-20T07:20	-65.38167	100.14418	10.194	350.7
2024-02-20T07:30	-65.35403	100.13989	9.997	356.3
2024-02-20T07:40	-65.32657	100.15127	10.063	9.8
2024-02-20T07:50	-65.30120	100.17053	9.610	17.6
2024-02-20T08:00	-65.27337	100.18946	10.447	15.9
2024-02-20T08:10	-65.24706	100.20786	9.897	16.4
2024-02-20T08:20	-65.22135	100.22661	9.709	17.0
2024-02-20T08:30	-65.19525	100.24666	9.898	17.9
2024-02-20T08:40	-65.17136	100.27368	9.550	25.4
2024-02-20T08:50	-65.14723	100.29698	9.403	22.1
2024-02-20T09:00	-65.12680	100.31886	8.092	24.3
2024-02-20T09:10	-65.10245	100.34016	9.369	20.2
2024-02-20T09:20	-65.07396	100.36797	11.121	22.4
2024-02-20T09:30	-65.06185	100.36672	4.377	357.5
2024-02-20T09:40	-65.05342	100.36316	3.091	349.9
2024-02-20T09:50	-65.04236	100.36005	4.020	353.2
2024-02-20T10:00	-65.03176	100.35475	3.911	348.1
2024-02-20T10:10	-65.02092	100.34789	4.053	345.0
2024-02-20T10:20	-65.01013	100.34063	4.048	344.1
2024-02-20T10:30	-64.99923	100.33314	4.098	343.8
2024-02-20T10:40	-64.98839	100.32532	4.094	343.0
2024-02-20T10:50	-64.97758	100.31718	4.096	342.3
2024-02-20T11:00	-64.96608	100.30743	4.409	340.2
2024-02-20T11:10	-64.95546	100.29426	4.332	332.3
2024-02-20T11:20	-64.94475	100.28000	4.441	330.6
2024-02-20T11:30	-64.93452	100.26653	4.229	330.8
2024-02-20T11:40	-64.92377	100.26049	3.991	346.6
2024-02-20T11:50	-64.91328	100.26271	3.801	5.2
2024-02-20T12:00	-64.90270	100.26698	3.874	9.7
2024-02-20T12:10	-64.89250	100.27186	3.759	11.5
2024-02-20T12:20	-64.88268	100.27689	3.627	12.3
2024-02-20T12:30	-64.87297	100.28170	3.585	11.9
2024-02-20T12:40	-64.86317	100.28666	3.617	12.2
2024-02-20T12:50	-64.85342	100.29170	3.604	12.4
2024-02-20T13:00	-64.84341	100.29738	3.719	13.6
2024-02-20T13:10	-64.83228	100.30420	4.152	14.6
2024-02-20T13:20	-64.81869	100.31304	5.090	15.5
2024-02-20T13:30	-64.80745	100.31958	4.182	13.9
2024-02-20T13:40	-64.79627	100.32536	4.132	12.4
2024-02-20T13:50	-64.78484	100.32704	4.132	3.6
2024-02-20T14:00	-64.77351	100.32942	4.110	5.1
2024-02-20T14:10	-64.76172	100.33118	4.262	3.7
2024-02-20T14:20	-64.75012	100.33303	4.197	3.9
2024-02-20T14:30	-64.73864	100.33603	4.173	6.4
2024-02-20T14:40	-64.72724	100.33900	4.138	6.4
2024-02-20T14:50	-64.71577	100.34195	4.169	6.3
2024-02-20T15:00	-64.70419	100.34523	4.211	6.9
2024-02-20T15:10	-64.69320	100.34196	4.000	352.8
2024-02-20T15:20	-64.68395	100.32433	4.307	320.8
2024-02-20T15:30	-64.67483	100.30693	4.254	320.8
2024-02-20T15:40	-64.66601	100.29051	4.073	321.4
2024-02-20T15:50	-64.65730	100.27397	4.051	320.9
2024-02-20T16:00	-64.64875	100.25731	4.023	320.1
2024-02-20T16:10	-64.63933	100.24010	4.321	321.9
2024-02-20T16:20	-64.62991	100.22226	4.380	320.9
2024-02-20T16:30	-64.62042	100.20413	4.430	320.6
2024-02-20T16:40	-64.61115	100.18621	4.348	320.3
2024-02-20T16:50	-64.60208	100.16874	4.250	320.4
2024-02-20T17:00	-64.59286	100.15126	4.291	320.8
2024-02-20T17:10	-64.58393	100.13395	4.197	320.2
2024-02-20T17:20	-64.57502	100.11739	4.116	321.4
2024-02-20T17:30	-64.56518	100.09855	4.600	320.5
2024-02-20T17:40	-64.55537	100.07990	4.575	320.7
2024-02-20T17:50	-64.54563	100.06149	4.533	320.9
2024-02-20T18:00	-64.53576	100.04250	4.626	320.4
2024-02-20T18:10	-64.52581	100.02343	4.658	320.5
2024-02-20T18:20	-64.51567	100.00419	4.727	320.7
2024-02-20T18:30	-64.50573	99.98529	4.639	320.7
2024-02-20T18:40	-64.49579	99.96666	4.612	321.1
2024-02-20T18:50	-64.48586	99.94776	4.638	320.6
2024-02-20T19:00	-64.47711	99.93117	4.079	320.7
2024-02-20T19:10	-64.46864	99.91491	3.972	320.4
2024-02-20T19:20	-64.46033	99.89901	3.891	320.4
2024-02-20T19:30	-64.45044	99.88043	4.597	320.9
2024-02-20T19:40	-64.44056	99.86191	4.587	321.0
2024-02-20T19:50	-64.43027	99.84719	4.367	328.3
2024-02-20T20:00	-64.41952	99.83477	4.338	333.5
2024-02-20T20:10	-64.40859	99.82419	4.279	337.3
2024-02-20T20:20	-64.39753	99.81436	4.277	339.0
2024-02-20T20:30	-64.38648	99.80371	4.322	337.4
2024-02-20T20:40	-64.37557	99.79238	4.317	335.8
2024-02-20T20:50	-64.36465	99.77991	4.398	333.7
2024-02-20T21:00	-64.35423	99.76398	4.511	326.5
2024-02-20T21:10	-64.34439	99.74764	4.376	324.3
2024-02-20T21:20	-64.33430	99.73061	4.514	323.8
2024-02-20T21:30	-64.32473	99.71289	4.429	321.2
2024-02-20T21:40	-64.31528	99.69593	4.323	322.1
2024-02-20T21:50	-64.30522	99.67915	4.485	324.1
2024-02-20T22:00	-64.29492	99.66117	4.664	322.8
2024-02-20T22:10	-64.28491	99.64385	4.521	323.1
2024-02-20T22:20	-64.27427	99.62558	4.791	323.2
2024-02-20T22:30	-64.26430	99.60348	5.000	316.1
2024-02-20T22:40	-64.25521	99.57924	5.024	310.8
2024-02-20T22:50	-64.24829	99.55423	4.654	302.4
2024-02-20T23:00	-64.24136	99.52841	4.764	301.6
2024-02-20T23:10	-64.23431	99.50239	4.815	301.9
2024-02-20T23:20	-64.22714	99.47612	4.871	302.1
2024-02-20T23:30	-64.21985	99.44954	4.939	302.2
2024-02-20T23:40	-64.21070	99.42829	4.698	314.7
2024-02-20T23:50	-64.20072	99.40921	4.688	320.2
2024-02-21T00:00	-64.19075	99.39006	4.694	320.1
2024-02-21T00:10	-64.18115	99.37214	4.470	320.9
2024-02-21T00:20	-64.17111	99.35535	4.485	323.9
2024-02-21T00:30	-64.16056	99.33814	4.674	324.6
2024-02-21T00:40	-64.15056	99.31954	4.649	320.9
2024-02-21T00:50	-64.14042	99.30022	4.760	320.2
2024-02-21T01:00	-64.13109	99.28029	4.606	317.0
2024-02-21T01:10	-64.12266	99.26238	4.153	317.1
2024-02-21T01:20	-64.11391	99.24584	4.096	320.4
2024-02-21T01:30	-64.10483	99.22880	4.241	320.6
2024-02-21T01:40	-64.09572	99.21204	4.221	321.2
2024-02-21T01:50	-64.08647	99.19495	4.292	321.0
2024-02-21T02:00	-64.07696	99.17687	4.468	320.2
2024-02-21T02:10	-64.06762	99.15945	4.350	320.8
2024-02-21T02:20	-64.05860	99.14213	4.255	319.9
2024-02-21T02:30	-64.04947	99.12510	4.257	320.8
2024-02-21T02:40	-64.04047	99.10848	4.180	321.0
2024-02-21T02:50	-64.03140	99.09156	4.228	320.7
2024-02-21T03:00	-64.02210	99.07429	4.330	320.9
2024-02-21T03:10	-64.01332	99.05517	4.383	316.3
2024-02-21T03:20	-64.00426	99.03935	4.120	322.5
2024-02-21T03:30	-63.99531	99.02403	4.040	323.1
2024-02-21T03:40	-63.98651	99.00770	4.098	320.8
2024-02-21T03:50	-63.97808	98.98918	4.229	316.0
2024-02-21T04:00	-63.96929	98.97234	4.147	319.9
2024-02-21T04:10	-63.96042	98.95847	3.884	325.5
2024-02-21T04:20	-63.95163	98.94351	3.964	323.2
2024-02-21T04:30	-63.94311	98.92722	4.016	319.9
2024-02-21T04:40	-63.93456	98.91123	3.998	320.6
2024-02-21T04:50	-63.92574	98.89457	4.139	320.2
2024-02-21T05:00	-63.91666	98.87766	4.239	320.7
2024-02-21T05:10	-63.90792	98.86139	4.080	320.7
2024-02-21T05:20	-63.89862	98.84412	4.337	320.7
2024-02-21T05:30	-63.88920	98.82661	4.396	320.7
2024-02-21T05:40	-63.88018	98.81000	4.191	320.9
2024-02-21T05:50	-63.87539	98.78621	4.162	294.6
2024-02-21T06:00	-63.87411	98.75784	4.540	275.9
2024-02-21T06:10	-63.87289	98.72984	4.476	275.6
2024-02-21T06:20	-63.87170	98.70282	4.322	275.7
2024-02-21T06:30	-63.87044	98.67545	4.381	275.9
2024-02-21T06:40	-63.86929	98.64892	4.243	275.6
2024-02-21T06:50	-63.86814	98.62212	4.287	275.6
2024-02-21T07:00	-63.86685	98.59498	4.345	276.1
2024-02-21T07:10	-63.86565	98.56689	4.493	275.6
2024-02-21T07:20	-63.86432	98.53914	4.445	276.2
2024-02-21T07:30	-63.86318	98.51104	4.492	275.2
2024-02-21T07:40	-63.86188	98.48338	4.428	276.1
2024-02-21T07:50	-63.86072	98.45555	4.452	275.4
2024-02-21T08:00	-63.86114	98.42694	4.557	268.1
2024-02-21T08:10	-63.85986	98.39852	4.550	275.8
2024-02-21T08:20	-63.85795	98.37100	4.436	279.0
2024-02-21T08:30	-63.85580	98.34400	4.368	280.2
2024-02-21T08:40	-63.85439	98.31550	4.568	276.4
2024-02-21T08:50	-63.85314	98.28768	4.453	275.8
2024-02-21T09:00	-63.85180	98.25998	4.439	276.2
2024-02-21T09:10	-63.85018	98.23178	4.530	277.4
2024-02-21T09:20	-63.84821	98.20374	4.523	279.0
2024-02-21T09:30	-63.84576	98.17588	4.525	281.3
2024-02-21T09:40	-63.84411	98.14691	4.654	277.4
2024-02-21T09:50	-63.84007	98.12011	4.512	288.8
2024-02-21T10:00	-63.83572	98.09235	4.694	289.5
2024-02-21T10:10	-63.83213	98.06343	4.788	285.7
2024-02-21T10:20	-63.82980	98.03437	4.707	280.3
2024-02-21T10:30	-63.82877	98.00556	4.609	274.6
2024-02-21T10:41	-63.82741	97.97221		
2024-02-21T10:51	-63.82578	97.94196	4.859	277.0
2024-02-21T11:01	-63.82459	97.91116	4.929	275.0
2024-02-21T11:11	-63.82339	97.88048	4.909	275.0
2024-02-21T11:21	-63.82204	97.85013	4.864	275.7
2024-02-21T11:31	-63.82107	97.81950	4.896	274.1
2024-02-21T11:41	-63.81992	97.78890	4.896	274.9
2024-02-21T11:51	-63.81815	97.75812	4.950	277.4
2024-02-21T12:01	-63.81675	97.72736	4.932	275.9
2024-02-21T12:11	-63.81505	97.69678	4.915	277.2
2024-02-21T12:21	-63.81329	97.66581	4.981	277.3
2024-02-21T12:31	-63.81296	97.63349	5.156	271.3
2024-02-21T12:41	-63.80717	97.60872	4.469	297.8
2024-02-21T12:51	-63.79501	97.60801	4.394	358.5
2024-02-21T13:01	-63.78833	97.63103	4.394	56.8
2024-02-21T13:11	-63.79248	97.65757	4.494	109.5
2024-02-21T13:21	-63.79734	97.68300	4.422	113.4
2024-02-21T13:31	-63.80219	97.70819	4.384	113.5
